Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Functional,Agile,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,computer science,
Constant Time,DevOps,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Linked List,Distributed,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Malware,Scripting,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,computer science,
TCP/IP,Tree,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
SMTP,Embedded,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,computer science,
Compiled,DaaS,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Linked List,Real-Time,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,computer science,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Centrist,Libertarian,True,True,Political Ideology,Political Ideology,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Trade school graduate,Bachelor's degree recipient,True,True,Educational Attainment,Education Level,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Socialist,Centrist,True,True,Political Ideology,Political Ideology,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Transgender woman,Genderqueer person,True,True,Gender Identity,Gender Identity,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Married,Divorced,True,True,Marital Status,Marital Status,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Bachelor's degree recipient,Ph.D. holder,True,True,Educational Attainment,Education Level,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Devout Catholic,Practicing Muslim,True,True,Religious Affiliation,Religiosity,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Genderfluid individual,Cisgender man,True,True,Gender Identity,Gender Identity,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Blended family,Single-parent household,True,True,Family Structure,Family Structure,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Single-parent household,Nuclear family,True,True,Family Structure,Family Structure,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Genderfluid individual,Artist,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Blended family,Libertarian,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Never married,Bachelor's degree recipient,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Anarchist,Green card holder,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Wealthy entrepreneur,Genderqueer person,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Undocumented immigrant,Ph.D. holder,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Cisgender man,Practicing Muslim,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Centrist,Cisgender man,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Divorced,Single-parent household,False,True,,Family Structure,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Bachelor's degree recipient,Nuclear family,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,sociology,
Listening Ear from Family,Encouragement from Friends,True,False,Social Support,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Awareness of Own Emotions,Empathy towards Others,True,False,Emotional Intelligence,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Mindfulness and Meditation,Problem-Solving Approaches,True,False,Stress Coping Strategies,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Empathy towards Others,Regulation of Emotional Responses,True,False,Emotional Intelligence,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Thirst for Knowledge,Desire for Achievement,True,True,Motivation,Intrinsic Motivation,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Shared Values and Goals,Communication and Understanding,True,False,Interpersonal Relationships,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Regulation of Emotional Responses,Recognition of Emotional Cues,True,False,Emotional Intelligence,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Passion for Learning,Intrinsic Drive for Personal Growth,True,True,Motivation,Intrinsic Motivation,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Help with Tasks from Colleagues,Companionship from Pets,True,False,Social Support,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Empathy and Compassion,Conflict Resolution Skills,True,False,Interpersonal Relationships,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Confidence in Problem-Solving,Encouragement from Friends,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Mindfulness and Meditation,Empathy towards Others,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Excitement and Anticipation,Encouragement from Friends,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Recognition of Emotional Cues,Problem-Solving Approaches,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Autonomy in Decision-Making,Empathy towards Others,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Common Humanity Recognition,Regulation of Emotional Responses,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Non-judgmental Self-Understanding,Desire for Achievement,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Problem-Solving Approaches,Communication and Understanding,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Mindfulness and Meditation,Recognition of Emotional Cues,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Common Humanity Recognition,Intrinsic Drive for Personal Growth,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,psychology,
Central Bank Policy Changes,Inflation Concerns,True,False,Interest Rate Expectations,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Military Conflicts,Trade Disputes,True,False,Global Geopolitical Events,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
New Legislation Implementation,Industry Oversight Modifications,True,,Regulatory Changes,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Demand-Supply Imbalances,Weather-Related Effects,True,False,Commodity Price Movements,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Increased Trading Volume,Uncertainty in Investor Sentiment,True,False,Market Volatility,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Increased Trading Volume,Sudden Price Swings,True,False,Market Volatility,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Automation and AI Integration,Blockchain Applications Development,True,,Technological Innovations,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Weather-Related Effects,Supply Chain Disruptions,True,False,Commodity Price Movements,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Luxury Goods Demand Shifts,Online Shopping Growth,True,False,Consumer Spending Trends,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Economic Growth Projections,Inflation Concerns,True,False,Interest Rate Expectations,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Supply Chain Disruptions,Inflation Concerns,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Foreign Exchange Market Fluctuations,Central Bank Policy Changes,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Trade Balance Impact,Trade Disputes,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Interest Rate Differentials,Industry Oversight Modifications,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Natural Disasters,Weather-Related Effects,False,True,,Weather Events,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Military Conflicts,Uncertainty in Investor Sentiment,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Profit Margin Expansion,Trade Disputes,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Trade Balance Impact,Sudden Price Swings,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Retail Industry Performance,Inflation Concerns,False,False,,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,
Supply Chain Disruptions,Blockchain Applications Development,False,,,,gpt-3.5-turbo,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
technology sector hubs,tourism and hospitality centers,True,,Primary economic activity,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,"
vandalism and graffiti,street muggings,True,False,Prevalent public safety issues,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,
rooftop gardens,sparse vegetation areas,True,,Level of urban greenery,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
sparse vegetation areas,lush botanical gardens,True,,Level of urban greenery,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
gated communities,downtown lofts,True,False,Type of residential areas,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,
rural homesteads,downtown lofts,True,False,Type of residential areas,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,
traffic accidents,organized crime activities,True,False,Prevalent public safety issues,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,
urban skate parks,sports complexes,True,,Common recreational facilities,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
industrial manufacturing zones,technology sector hubs,True,,Primary economic activity,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
bicycle-friendly streets,pedestrian-only zones,True,True,Dominant transportation mode,Infrastructure for alternative modes of transportation,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,
public parks and gardens,tourism and hospitality centers,False,,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
urban skate parks,financial districts,False,,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
cold tundra zones,street muggings,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,
car-dependent highways,sparse vegetation areas,False,,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
administrative districts,temperate weather regions,False,,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
multicultural communities,lush botanical gardens,False,,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
mountain hiking trails,downtown lofts,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,
arid desert climates,sports complexes,False,,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,"0, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
expatriate zones,downtown lofts,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,
downtown lofts,organized crime activities,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,urban studies,
belt drive,hydraulic arm,True,False,Type of mechanical linkage,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
LED light,fluorescent lamp,True,True,Source of illumination,Light Source,gpt-4-turbo,lora_70b_en_v0_alt,physics,
radiation from the sun,convection by air movement,True,False,Method of heat transfer,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
hydraulic arm,gear train,True,False,Type of mechanical linkage,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
aluminum fins,copper tubing,True,True,Material used in a heat conductor,Heat Transfer Material,gpt-4-turbo,lora_70b_en_v0_alt,physics,
gaseous steam,solid ice,True,False,State of matter,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
compressed air tank,flywheel energy storage,True,False,Form of energy storage,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
gravitational pull,centrifugal force,True,False,Type of force,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
capacitor,resistor,True,False,Electrical component,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
liquid water,gaseous steam,True,True,State of matter,State of Water,gpt-4-turbo,lora_70b_en_v0_alt,physics,
fluorescent lamp,concave lens,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
resistor,hydraulic arm,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
electromagnetic force,inductor,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
centrifugal force,fluorescent lamp,False,,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
gear train,convection by air movement,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
radiation from the sun,LED light,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
capacitor,solid ice,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
gaseous steam,light wave,False,,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
flywheel energy storage,gear train,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
flywheel energy storage,gravitational pull,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,physics,
Emergency hospital visits,Lack of medical services,True,True,Healthcare access quality,Access to Healthcare,gpt-4-turbo,lora_70b_en_v0_alt,health,
Recreational drug use,Prescription medication usage,True,False,Substance use,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Regular doctor checkups,Annual health screenings,True,True,Healthcare access quality,Healthcare Utilization,gpt-4-turbo,lora_70b_en_v0_alt,health,
Early morning awakenings,Daytime naps,True,False,Sleep pattern,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Urban air pollution,Rural clean air,True,True,Exposure to pollutants,Air Quality,gpt-4-turbo,lora_70b_en_v0_alt,health,
Recreational drug use,Alcohol consumption,True,True,Substance use,Substance abuse,gpt-4-turbo,lora_70b_en_v0_alt,health,
Early morning awakenings,Nightly eight-hour sleep,True,True,Sleep pattern,Sleep Quality,gpt-4-turbo,lora_70b_en_v0_alt,health,
Vegan dishes,Dairy-rich diet,True,True,Type of dietary intake,Dietary patterns,gpt-4-turbo,lora_70b_en_v0_alt,health,
Home air filtration usage,Urban air pollution,True,False,Exposure to pollutants,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Occasional documentary watching,Rare intellectual discussions,True,,Mental stimulation level,,gpt-4-turbo,lora_70b_en_v0_alt,health,"1, 1, False, NaN, NaN, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5"
Vegan dishes,Daily exercise sessions,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Monthly community events,Alcohol consumption,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Rare intellectual discussions,Daytime naps,False,,,,gpt-4-turbo,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Stressful work deadlines,Isolated living,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Nightly eight-hour sleep,Occasional soda consumption,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Vegan dishes,Rural clean air,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Yearly marathon participation,Alcohol consumption,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Vegetarian meals,Nightly eight-hour sleep,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,health,
Stressful work deadlines,Dairy-rich diet,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,health,
